x,y,z
0.2417,-0.19849,1.1045
0.25891,0.087036,1.0393
-0.054688,0.23669,0.92981
-0.34204,0.050659,0.90088
-0.14221,-0.21606,0.98999
0.27649,-0.17151,1.1027
0.22791,0.11169,1.0271
-0.11157,0.24255,0.91968
-0.32837,-0.0013428,0.89575
-0.089355,-0.24426,1.0199
0.29895,-0.14172,1.1067
0.19348,0.12927,0.99646
-0.16931,0.22534,0.92786
-0.33057,-0.044312,0.89343
-0.033936,-0.24658,1.035
0.31067,-0.091553,1.1028
0.16321,0.16467,0.98389
-0.20776,0.21851,0.91699
-0.31726,-0.080444,0.91455
0.019287,-0.24304,1.0349
0.32678,-0.042847,1.1095
0.1377,0.17639,0.96619
-0.26062,0.19897,0.91577
-0.29761,-0.11719,0.92432
0.088135,-0.23938,1.0483
0.30627,-0.0080566,1.0997
0.095215,0.19336,0.95276
-0.29187,0.16479,0.90955
-0.26428,-0.14551,0.94458
0.14355,-0.23169,1.0664
0.31348,0.016479,1.0768
0.023315,0.21545,0.95007
-0.32861,0.13428,0.90161
-0.21069,-0.15393,0.93982
0.21558,-0.20679,1.1096
0.28076,0.06543,1.0438
-0.03125,0.23413,0.93921
-0.32849,0.071655,0.89978
-0.16382,-0.19849,0.97449
0.25098,-0.18555,1.1008
0.26379,0.096436,1.0354
-0.088013,0.23596,0.92737
-0.3363,0.023438,0.90039
-0.12305,-0.22729,0.979
0.29529,-0.14807,1.1248
0.23279,0.11853,1.0115
-0.14673,0.2406,0.92102
-0.33521,-0.022461,0.90417
-0.064453,-0.24329,1.0074
0.31458,-0.11499,1.1136
0.19653,0.14917,1.0042
-0.19226,0.21948,0.90686
-0.33606,-0.057617,0.91675
0.005249,-0.24585,1.0283
0.31995,-0.076416,1.0995
0.15393,0.16467,0.99597
-0.24182,0.20996,0.89111
-0.31091,-0.098633,0.93188
0.065674,-0.24243,1.0446
0.3302,-0.03479,1.0865
0.10547,0.1864,0.98645
-0.28967,0.17371,0.89941
-0.28247,-0.11938,0.92017
0.12976,-0.22449,1.0884
0.32141,0.0083008,1.0598
0.049927,0.21179,0.96997
-0.3064,0.13293,0.89563
-0.23962,-0.15308,0.94299
0.18298,-0.22363,1.0986
0.28613,0.048584,1.042
0.0093994,0.22852,0.95129
-0.3075,0.084229,0.8927
-0.20007,-0.2002,0.97375
0.22778,-0.2074,1.1016
0.25842,0.078613,1.03
-0.051514,0.23499,0.94568
-0.33948,0.05542,0.88806
-0.15051,-0.20654,0.98987
0.27051,-0.16602,1.0938
0.25452,0.10193,1.0261
-0.11169,0.23694,0.93091
-0.34485,-0.0010986,0.90076
-0.091431,-0.22974,0.99304
0.31494,-0.14355,1.121
0.21265,0.1217,1.002
-0.17932,0.23218,0.9165
-0.34363,-0.045532,0.90845
-0.019165,-0.24792,1.0193
0.31177,-0.10132,1.1082
0.16663,0.15552,0.995
-0.2124,0.20898,0.89087
-0.32153,-0.082275,0.93677
0.041138,-0.2417,1.0303
0.33167,-0.068237,1.099
0.11853,0.17273,0.98938
-0.27454,0.18835,0.89136
-0.28906,-0.11951,0.92004
0.1051,-0.24365,1.0779
0.32324,-0.021851,1.0736
0.072876,0.20178,0.96411
-0.31116,0.15784,0.91174
-0.25903,-0.13721,0.927
0.16492,-0.22607,1.0856
0.30359,0.024414,1.0612
0.027588,0.22375,0.95752
-0.32544,0.12769,0.89551
-0.21802,-0.1676,0.9613
0.21167,-0.20801,1.0865
0.28735,0.064209,1.0492
-0.027588,0.2334,0.94812
-0.3396,0.074829,0.89941
-0.17346,-0.18335,0.96094
0.25732,-0.17651,1.1154
0.2627,0.09021,1.0184
-0.084473,0.23987,0.93579
-0.34949,0.022705,0.89941
-0.11182,-0.21057,0.98975
0.29492,-0.15369,1.1152
0.21912,0.11682,1.012
-0.14319,0.23523,0.92371
-0.34131,-0.017456,0.90076
-0.056274,-0.23315,1.0153
0.31555,-0.12646,1.1073
