x,y,z
0.022583,0.012207,1
-0.022827,0.032104,0.98071
-0.047852,-0.0013428,0.97046
-0.015991,-0.032104,0.9917
0.027344,-0.022095,1.0023
0.012573,0.02063,0.99573
-0.028076,0.025879,0.97729
-0.040283,-0.0030518,0.97961
-0.0073242,-0.036987,0.99011
0.020508,-0.011963,1.0015
0.0079346,0.019531,0.99829
-0.032959,0.022949,0.97656
-0.041382,-0.011353,0.97803
-0.0074463,-0.032349,0.99451
0.0271,-0.010498,1.0012
0.0076904,0.022461,0.98999
-0.037354,0.023193,0.97888
-0.040405,-0.015991,0.97729
0.0039062,-0.032471,0.99194
0.031372,-0.0056152,1.0015
-0.0015869,0.026367,0.98816
-0.04248,0.017822,0.97461
-0.036621,-0.016724,0.98523
0.0093994,-0.033813,1.0006
0.023071,0.00085449,0.99805
-0.0083008,0.026611,0.98474
-0.044312,0.014893,0.97693
-0.028076,-0.024658,0.9873
0.013062,-0.029907,0.99915
0.024902,0.01001,1.0012
-0.010864,0.028564,0.97949
-0.04248,0.0063477,0.97595
-0.026611,-0.028809,0.98865
0.015991,-0.023193,1.0031
0.020264,0.013062,0.99683
-0.020386,0.032104,0.97839
-0.044434,-0.0039062,0.97363
-0.020508,-0.031616,0.98828
0.023315,-0.019775,1.0031
0.015381,0.017944,0.99634
-0.023315,0.025635,0.97717
-0.043457,-0.00061035,0.974
-0.012329,-0.03772,0.99365
0.020996,-0.017334,1.0006
0.0092773,0.019653,0.99756
-0.027954,0.028198,0.97473
-0.040161,-0.0076904,0.97461
-0.0068359,-0.035156,0.99219
0.025879,-0.013794,1.0035
0.008667,0.02356,0.98987
-0.03418,0.024658,0.97717
-0.03894,-0.015991,0.9801
-0.0025635,-0.033325,0.99292
0.027954,-0.005127,1.0016
-0.0020752,0.026367,0.99097
-0.039551,0.017944,0.97729
-0.036011,-0.017944,0.98108
0.0054932,-0.03125,0.9978
0.02356,-0.00061035,0.99756
-0.0043945,0.027466,0.98572
-0.040039,0.015991,0.97791
-0.029663,-0.022827,0.98413
0.012695,-0.031372,0.99475
0.025024,0.0037842,1.0005
-0.010742,0.027466,0.98059
-0.046143,0.012939,0.97839
-0.025391,-0.025635,0.98596
0.014038,-0.028076,1.0029
0.023926,0.0042725,0.99805
-0.016602,0.032349,0.98145
-0.045288,0.0054932,0.97729
-0.022827,-0.029053,0.99011
0.023804,-0.023315,1.0011
0.018188,0.014893,0.99609
-0.02063,0.027832,0.97827
-0.044189,-0.00048828,0.97217
-0.018433,-0.032837,0.99219
0.020508,-0.017944,1.0011
0.01355,0.019165,0.99304
-0.026733,0.024292,0.97717
-0.043701,-0.0065918,0.97803
-0.0074463,-0.034058,0.99182
0.025635,-0.012451,1.005
0.0096436,0.020996,0.99548
-0.033203,0.024902,0.97693
-0.038818,-0.012695,0.97729
-0.0074463,-0.035034,0.99658
0.02478,-0.011353,1.0012
0.0012207,0.025146,0.98914
-0.036499,0.023438,0.97852
-0.038086,-0.018066,0.97583
0.0042725,-0.035645,0.99561
0.026978,-0.0046387,1.0015
-0.0013428,0.027222,0.99023
-0.036743,0.017578,0.97522
-0.03186,-0.019653,0.98523
0.0062256,-0.033936,0.99524
0.023682,0.00354,1.0005
-0.0068359,0.027344,0.98669
-0.045166,0.014771,0.97766
-0.028687,-0.024902,0.98193
0.012695,-0.025513,0.99927
0.02478,0.0046387,0.9989
-0.013916,0.029053,0.98572
-0.0448,0.0056152,0.97888
-0.02478,-0.024536,0.98816
0.02124,-0.025024,0.9989
0.020386,0.010986,0.99463
-0.021729,0.027222,0.98315
-0.047485,0.0031738,0.97314
-0.018799,-0.03064,0.99329
0.023926,-0.021851,1.0017
0.016113,0.015747,0.99487
-0.02478,0.02771,0.97974
-0.045776,-0.00073242,0.97803
-0.011353,-0.035767,0.99646
0.025635,-0.017578,1.0016
0.012085,0.021362,0.99109
-0.033203,0.026001,0.9762
-0.044312,-0.011353,0.9707
-0.0096436,-0.033813,0.99561
0.027344,-0.012085,1.0052
0.0072021,0.02356,0.98669
-0.0354,0.023315,0.97839
-0.040527,-0.014038,0.97791
-0.00036621,-0.031494,0.99951
0.028564,-0.0079346,1.0035
0.0030518,0.024536,0.99133
-0.036743,0.018311,0.97363
-0.038086,-0.014282,0.97668
0.0012207,-0.032959,1.0005
0.024292,-0.0014648,0.99963
-0.0031738,0.024414,0.98743
-0.045044,0.016968,0.98035
-0.03125,-0.02356,0.97986
0.01062,-0.026611,0.99792
0.026001,0.0056152,1.0016
-0.010132,0.029053,0.98254
-0.041992,0.0079346,0.97473
-0.027588,-0.026733,0.98572
0.015015,-0.028076,0.99927
0.020996,0.012451,0.99695
-0.018433,0.029663,0.9845
-0.046021,0.0024414,0.97632
-0.021973,-0.033813,0.98755
0.021851,-0.022827,0.99915
